country_code,state_code,region,city,Political_Region
USA,CA,San Diego,San Diego,USA - West
USA,TX,Austin,Austin,USA - South
IRL,7,IRL - Other,Sandyford,Western Europe
USA,SC,"Charleston, South Carolina",Charleston,USA - South
AUT,9,Vienna,Vienna,Central Europe
USA,ID,Boise,Boise,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NH,Portsmouth,Portsmouth,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
BRA,27,Sao Paulo,São Paulo,Latin America
FRA,A8,Paris,Paris,Western Europe
CHN,22,Beijing,Beijing,East Asia
USA,NY,New York City,New York,USA - Northeast
USA,IL,Chicago,Chicago,USA - Midwest
ZAF,Unknown,Cape Town,Cape Town,Southern Africa
USA,WA,Seattle,Kirkland,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
USA,CA,Los Angeles,Beverly Hills,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,Unknown,Unknown,Unknown,Western Europe
ITA,9,Milan,Milan,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
CHN,22,Beijing,Beijing,East Asia
USA,WA,Seattle,Bellevue,USA - West
USA,NV,Las Vegas,Henderson,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,NY,New York City,New York,USA - Northeast
KOR,11,Seoul,Seoul,East Asia
CHN,Unknown,Unknown,Unknown,East Asia
KOR,11,Seoul,Seoul,East Asia
USA,NC,Raleigh,Durham,USA - South
USA,IL,Chicago,Chicago,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
CAN,ON,Toronto,Waterloo,North America
CHE,7,Geneva,Genève,Western Europe
GBR,H9,London,London,Western Europe
ESP,56,Barcelona,Barcelona,Southern Europe
USA,GA,Atlanta,Atlanta,USA - South
USA,MA,Boston,Boston,USA - Northeast
GBR,I7,Newcastle,Newcastle Upon Tyne,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
AUS,7,Melbourne,Melbourne,Oceania
USA,NY,New York City,New York,USA - Northeast
USA,CO,Denver,Denver,USA - West
CHN,30,Shenzhen,Shenzhen,East Asia
FRA,B8,Aix-en-provence,Aix-en-provence,Western Europe
USA,CO,Denver,Westminster,USA - West
MYS,14,Kuala Lumpur,Kuala Lumpur,Southeast Asia
USA,CA,SF Bay Area,Redwood City,USA - West
USA,MO,St. Louis,St Louis,USA - Midwest
USA,CA,San Diego,Carlsbad,USA - West
ESP,60,Valencia,Valencia,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Mountain View,USA - West
GBR,H9,London,London,Western Europe
USA,VA,"Washington, D.C.",Leesburg,USA - South
USA,GA,Atlanta,Norcross,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,K2,Unknown,Unknown,Western Europe
USA,NY,New York City,New York,USA - Northeast
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,CA,SF Bay Area,Mountain View,USA - West
CAN,BC,Vancouver,Vancouver,North America
USA,CA,San Diego,San Diego,USA - West
USA,CO,Denver,Longmont,USA - West
KOR,11,Seoul,Seoul,East Asia
GBR,N7,Weybridge,Weybridge,Western Europe
ITA,7,Rome,Rome,Southern Europe
USA,PA,Philadelphia,Feasterville Trevose,USA - Northeast
IRL,7,Dublin,Dublin,Western Europe
IRL,7,Dublin,Dublin,Western Europe
IRL,7,Dublin,Dublin,Western Europe
USA,CA,Ontario - Inland Empire,Rialto,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,SC,Greenville - Spartanburg,Greer,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Milpitas,USA - West
USA,CA,Bakersfield,California City,USA - West
MEX,20,MEX - Other,Santo Domingo Zanatepec,Latin America
USA,VA,"Washington, D.C.",Arlington,USA - South
IDN,4,Jakarta,Jakarta,Southeast Asia
Unknown,Unknown,Unknown,Unknown,Unknown
IDN,4,Jakarta,Jakarta,Southeast Asia
USA,WV,WV - Other,Morgantown,USA - South
USA,AZ,Phoenix,Phoenix,USA - West
USA,CO,Denver,Boulder,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,MD,"Washington, D.C.",College Park,USA - South
USA,TX,Austin,Austin,USA - South
USA,MD,"Washington, D.C.",Bethesda,USA - South
USA,OR,"Portland, Oregon",Gresham,USA - West
USA,NJ,NJ - Other,Neptune,USA - Northeast
USA,CA,Los Angeles,Santa Monica,USA - West
USA,CT,Hartford,Stamford,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CT,Hartford,New Haven,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
USA,NC,Raleigh,Morrisville,USA - South
ESP,56,Barcelona,Barcelona,Southern Europe
USA,NY,New York City,New York,USA - Northeast
USA,MD,Baltimore,Baltimore,USA - South
USA,NV,Reno - Sparks,Reno,USA - West
USA,GA,Atlanta,Decatur,USA - South
GBR,K2,London,Oxford,Western Europe
IND,19,Bangalore,Bengaluru,South Asia
USA,CO,CO - Other,Bailey,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
JOR,16,Amman,Amman,Middle East
USA,IL,Chicago,Chicago,USA - Midwest
IND,36,Kanpur,Kanpur,South Asia
USA,PA,Philadelphia,Havertown,USA - Northeast
USA,AZ,Tucson,Tucson,USA - West
USA,TX,Austin,Austin,USA - South
DEU,2,Munich,München,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,CA,SF Bay Area,San Jose,USA - West
FRA,A8,Paris,Paris,Western Europe
USA,CA,SF Bay Area,Milpitas,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
FRA,A6,Unknown,Unknown,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Miami,Miami Lakes,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,C7,Coventry,Coventry,Western Europe
USA,VA,"Washington, D.C.",Dulles,USA - South
ESP,29,Madrid,Madrid,Southern Europe
USA,MA,Boston,Newton,USA - Northeast
USA,AZ,Phoenix,Phoenix,USA - West
USA,MD,"Washington, D.C.",Bethesda,USA - South
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,CA,Los Angeles,Torrance,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
IND,7,New Delhi,New Delhi,South Asia
CHN,23,Shanghai,Shanghai,East Asia
USA,FL,Miami,Coral Gables,USA - South
USA,FL,Tampa,St. Petersburg,USA - South
USA,CT,Hartford,Norwalk,USA - Northeast
USA,MA,Boston,Cambridge,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
CHN,30,Shenzhen,Shenzhen,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TN,Nashville,Nashville,USA - South
USA,MA,Boston,Boston,USA - Northeast
ARG,7,Buenos Aires,Buenos Aires,South America
USA,CA,SF Bay Area,Mountain View,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,D8,Durham,Durham,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Los Angeles,USA - West
CHN,23,Shanghai,Shanghai,East Asia
GBR,H9,London,London,Western Europe
USA,TX,Dallas,Dallas,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,"Rochester, New York",Rochester,USA - Northeast
USA,CA,SF Bay Area,Sunnyvale,USA - West
IRL,7,Dublin,Dublin,Western Europe
USA,TN,Nashville,Nashville,USA - South
HUN,5,Budapest,Budapest,Eastern Europe
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
IND,16,Mumbai,Mumbai,South Asia
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,CA,SF Bay Area,Berkeley,USA - West
USA,TN,Nashville,Franklin,USA - South
USA,CA,SF Bay Area,Mill Valley,USA - West
COL,34,Bogota,Bogotá,South America
USA,CA,Anaheim,Huntington Beach,USA - West
USA,DE,"Wilmington, Delaware",Wilmington,USA - South
ISR,5,Tel Aviv,Tel Aviv,Middle East
ITA,17,ITA - Other,Bozen,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Santa Barbara,Ventura,USA - West
USA,OH,Cleveland,Macedonia,USA - Midwest
USA,MA,Boston,Natick,USA - Northeast
GBR,K2,Henley On Thames,Henley On Thames,Western Europe
USA,FL,"Naples, Florida",Bonita Springs,USA - South
USA,GA,Atlanta,Marietta,USA - South
ISR,2,Tel Aviv,Kfar Saba,Middle East
CAN,BC,Vancouver,Vancouver,North America
IND,19,Bangalore,Bengaluru,South Asia
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,X7,GBR - Other,Carmarthen,Western Europe
GBR,G2,GBR - Other,Ryde,Western Europe
CAN,QC,Quebec City,Quebec,North America
USA,MA,Boston,Cambridge,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Medford,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,Purchase,USA - Northeast
USA,FL,Sarasota - Bradenton,Sarasota,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,Unknown,Unknown,Unknown,Middle East
USA,WI,WI - Other,Beaver Dam,USA - Midwest
USA,CA,SF Bay Area,Livermore,USA - West
USA,CA,SF Bay Area,San Jose,USA - West
USA,CA,SF Bay Area,Pleasanton,USA - West
RUS,48,Moscow,Moscow,Eastern Europe
GBR,H9,London,London,Western Europe
NGA,5,Lagos,Lagos,West Africa
BEL,10,Brussels,Mont-saint-guibert,Western Europe
USA,AR,Little Rock,Conway,USA - South
USA,WA,Seattle,Seattle,USA - West
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
CHN,2,CHN - Other,Wenzhou,East Asia
USA,NC,Asheville,Asheville,USA - South
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
HUN,5,Budapest,Budapest,Eastern Europe
USA,NY,New York City,New York,USA - Northeast
USA,WA,Seattle,Redmond,USA - West
HKG,Unknown,Hong Kong,Kowloon City,East Asia
USA,CA,SF Bay Area,Redwood City,USA - West
USA,CO,Denver,Boulder,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
NOR,12,Oslo,Oslo,Northern Europe
CHE,25,Dubendorf,Dubendorf,Western Europe
EST,1,Tallinn,Tallinn,Northern Europe
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,RI,Providence,Woonsocket,USA - Northeast
USA,CA,SF Bay Area,Saratoga,USA - West
USA,TX,Houston,Houston,USA - South
ITA,20,Verona,Verona,Southern Europe
FRA,B8,FRA - Other,Toulon,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,"Washington, D.C.",Fairfax,USA - South
RUS,48,Moscow,Moscow,Eastern Europe
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,RI,Providence,Providence,USA - Northeast
USA,CA,Los Angeles,Sherman Oaks,USA - West
CAN,QC,Montreal,Montréal,North America
USA,SC,Greenville - Spartanburg,Spartanburg,USA - South
FRA,A8,Paris,Paris,Western Europe
GBR,H9,London,London,Western Europe
CAN,QC,Montreal,Montréal,North America
USA,AR,Fayetteville,Fayetteville,USA - South
ESP,59,ESP - Other,San Sebastian,Southern Europe
GBR,H9,London,London,Western Europe
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,SC,"Charleston, South Carolina",Charleston,USA - South
USA,MD,Baltimore,Columbia,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Tampa,Tampa,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Cambridge,USA - Northeast
ESP,29,Madrid,Madrid,Southern Europe
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,NY,New York City,New York,USA - Northeast
USA,TX,Dallas,Richardson,USA - South
USA,TN,Nashville,Brentwood,USA - South
HRV,10,Osijek,Osijek,Eastern Europe
USA,CA,Anaheim,Lake Forest,USA - West
USA,MD,MD - Other,Clinton,USA - South
MEX,9,Mexico City,Mexico City,Latin America
GBR,C3,London,Cambridge,Western Europe
USA,CA,SF Bay Area,Menlo Park,USA - West
TUR,34,Istanbul,Istanbul,Middle East
USA,NY,New York City,New York,USA - Northeast
USA,TX,Austin,Austin,USA - South
USA,NY,New York City,Long Island City,USA - Northeast
USA,NY,NY - Other,Florida,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
ISR,5,Tel Aviv,Tel Aviv,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Toronto,North America
CHE,25,Zurich,Zürich,Western Europe
USA,NY,New York City,New York,USA - Northeast
IRL,7,Dublin,Dublin,Western Europe
USA,CO,CO - Other,Greeley,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Santa Monica,USA - West
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,VA,"Washington, D.C.",Charlottesville,USA - South
CAN,BC,BC - Other,Richmond,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,RI,Providence,Newport,USA - Northeast
CHN,30,Zhuhai,Zhuhai,East Asia
ISR,6,Tel Aviv,Jerusalem,Middle East
USA,CA,Los Angeles,Simi Valley,USA - West
USA,CO,Denver,Boulder,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
TUR,17,Ã‡an,Çan,Middle East
USA,VA,"Washington, D.C.",Ashburn,USA - South
USA,CA,SF Bay Area,San Leandro,USA - West
USA,CO,Denver,Longmont,USA - West
USA,IL,Chicago,Elgin,USA - Midwest
GBR,I2,Manchester,Manchester,Western Europe
USA,TX,Dallas,Fort Worth,USA - South
CHN,30,Guangzhou,Guangzhou,East Asia
IRL,7,IRL - Other,Ringsend,Western Europe
USA,MN,Minneapolis,Plymouth,USA - Midwest
USA,MO,Branson,Reeds Spring,USA - Midwest
USA,OR,Medford,Ashland,USA - West
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
CAN,AB,Calgary,Calgary,North America
Unknown,Unknown,Unknown,Unknown,Unknown
ISR,5,Tel Aviv,Tel Aviv,Middle East
CAN,ON,Toronto,Toronto,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,NY,New York City,New York,USA - Northeast
GBR,C3,Unknown,Unknown,Western Europe
GHA,1,Accra,Accra,West Africa
CAN,ON,Toronto,Toronto,North America
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Santa Monica,USA - West
USA,CO,Denver,Denver,USA - West
CHL,12,Santiago,Santiago,South America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NJ,NJ - Other,Lawrenceville,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CHL,12,Santiago,Santiago,South America
USA,TX,Dallas,Richardson,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
USA,NC,Raleigh,Raleigh,USA - South
USA,MA,Boston,Maynard,USA - Northeast
USA,CA,SF Bay Area,Santa Clara,USA - West
CHN,Unknown,Unknown,Unknown,East Asia
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,IL,Chicago,Chicago Heights,USA - Midwest
USA,CA,SF Bay Area,San Ramon,USA - West
USA,CO,Denver,Castle Rock,USA - West
USA,CA,Anaheim,Irvine,USA - West
USA,CA,SF Bay Area,Mountain View,USA - West
USA,RI,Providence,Pawtucket,USA - Northeast
USA,CA,SF Bay Area,Mill Valley,USA - West
USA,CA,SF Bay Area,Emeryville,USA - West
USA,CA,SF Bay Area,Belmont,USA - West
AUS,2,Sydney,Pyrmont,Oceania
ISR,5,Tel Aviv,Ramat Gan,Middle East
USA,OH,"Columbus, Ohio",Columbus,USA - Midwest
GBR,H9,London,London,Western Europe
USA,MO,St. Louis,St Louis,USA - Midwest
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,NC,Raleigh,Durham,USA - South
USA,NY,NY - Other,Pelham,USA - Northeast
USA,CA,SF Bay Area,Menlo Park,USA - West
DEU,2,Munich,Munich,Western Europe
ITA,9,Milan,Milan,Southern Europe
USA,CA,SF Bay Area,Los Altos,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Palo Alto,USA - West
FRA,A4,FRA - Other,Tours,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NJ,Newark,Woodcliff Lake,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
CAN,AB,Calgary,Calgary,North America
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,PA,Philadelphia,Malvern,USA - Northeast
USA,KY,KY - Other,California,USA - South
IRL,23,IRL - Other,Tullamore,Western Europe
USA,CA,SF Bay Area,Moraga,USA - West
CAN,AB,Calgary,Calgary,North America
USA,MA,Boston,Cambridge,USA - Northeast
CHN,30,Guangzhou,Guangzhou,East Asia
IRL,7,Dublin,Dublin,Western Europe
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Sunnyvale,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
ESP,56,Barcelona,Barcelona,Southern Europe
CAN,ON,Toronto,Richmond Hill,North America
BRA,5,BRA - Other,Alvorada,Latin America
USA,MA,Boston,Cambridge,USA - Northeast
MEX,9,Mexico City,Mexico City,Latin America
USA,NY,New York City,Brooklyn,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,PA,Philadelphia,Philadelphia,USA - Northeast
USA,CA,Los Angeles,El Segundo,USA - West
POL,82,Gdansk,Gdansk,Eastern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,TX - Other,Abilene,USA - South
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,WA,Seattle,Seattle,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,TN,Memphis,Memphis,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WI,Green Bay,Green Bay,USA - Midwest
SWE,28,Gothenburg,Göteborg,Northern Europe
CAN,AB,AB - Other,Drumheller,North America
USA,WA,Seattle,Bothell,USA - West
FRA,A8,Paris,Paris,Western Europe
USA,FL,Tampa,St. Petersburg,USA - South
USA,MA,Boston,Boston,USA - Northeast
USA,MA,Boston,Boston,USA - Northeast
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,NY,New York City,New York,USA - Northeast
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Boston,USA - Northeast
CAN,ON,Toronto,Toronto,North America
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,Brooklyn,USA - Northeast
USA,VA,Richmond,Richmond,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,CA,SF Bay Area,Alameda,USA - West
MEX,7,MEX - Other,Nuevo León,Latin America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Saratoga,USA - West
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Redwood City,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Boston,USA - Northeast
POL,78,Warsaw,Warsaw,Eastern Europe
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,UT,Salt Lake City,Orem,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
SWE,26,Stockholm,Stockholm,Northern Europe
USA,CA,SF Bay Area,South San Francisco,USA - West
USA,ND,ND - Other,Michigan,USA - Midwest
SGP,Unknown,Singapore,Singapore,Southeast Asia
ISR,5,Tel Aviv,Tel Aviv,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,MA,Boston,Brighton,USA - Northeast
IND,16,Mumbai,Mumbai,South Asia
ESP,60,Valencia,Valencia,Southern Europe
BEL,1,Brussels,Bel,Western Europe
ISR,5,Tel Aviv,Tel Aviv,Middle East
USA,MA,Unknown,Unknown,USA - Northeast
DEU,14,Halle An Der Saale,Halle An Der Saale,Western Europe
NZL,E7,Auckland,Auckland,Oceania
USA,PA,Philadelphia,Exton,USA - Northeast
RUS,48,Moscow,Moscow,Eastern Europe
USA,NY,Buffalo,Buffalo,USA - Northeast
GBR,A7,Birmingham,Birmingham,Western Europe
USA,UT,Salt Lake City,Provo,USA - West
USA,CA,SF Bay Area,Menlo Park,USA - West
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,MD,"Washington, D.C.",Bethesda,USA - South
CHN,30,Shenzhen,Shenzhen,East Asia
USA,MA,Boston,Boston,USA - Northeast
CAN,BC,Vancouver,Vancouver,North America
RUS,48,Moscow,Moscow,Eastern Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,UT,Salt Lake City,Salt Lake City,USA - West
USA,MN,Minneapolis,Wayzata,USA - Midwest
USA,NJ,Newark,Newark,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
USA,TX,Dallas,Dallas,USA - South
USA,VA,"Washington, D.C.",Williamsburg,USA - South
USA,MA,Boston,Waltham,USA - Northeast
UKR,12,Kiev,Kyiv,Western Europe
GBR,N7,Unknown,Unknown,Western Europe
DOM,18,DOM - Other,Cabarete,Caribbean
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,Unknown,Unknown,Unknown,East Asia
USA,MA,Worcester,Leominster,USA - Northeast
USA,NY,Long Island,Little Neck,USA - Northeast
USA,WA,Seattle,Bellevue,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
DEU,1,Frankfurt,Karlsruhe,Western Europe
USA,TX,Austin,Austin,USA - South
TUR,34,Istanbul,Istanbul,Middle East
GBR,B3,London,Bracknell,Western Europe
USA,WA,Seattle,Seattle,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,WA,Seattle,Seattle,USA - West
DEU,13,Dresden,Dresden,Western Europe
USA,TX,San Antonio,San Antonio,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,Syracuse,Auburn,USA - Northeast
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
JPN,32,Osaka,Osaka-shi,East Asia
USA,CA,SF Bay Area,Mountain View,USA - West
USA,SC,Greenville - Spartanburg,Greenville,USA - South
USA,CA,SF Bay Area,Cupertino,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,Anaheim,Irvine,USA - West
USA,NE,Omaha,Omaha,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NJ,Newark,Livingston,USA - Northeast
CHL,12,Santiago,Santiago,South America
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,U8,Edinburgh,Edinburgh,Western Europe
USA,GA,Atlanta,Roswell,USA - South
USA,CA,Los Angeles,Beverly Hills,USA - West
USA,WI,WI - Other,Superior,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,FL,Fort Myers,Sanibel,USA - South
AUT,9,Vienna,Vienna,Central Europe
USA,NJ,Newark,Hackensack,USA - Northeast
USA,DC,"Washington, D.C.",Washington,USA - South
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,P9,London,Maidenhead,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
NLD,7,Amsterdam,Haarlem,Western Europe
USA,MA,Boston,Jamaica Plain,USA - Northeast
USA,CO,Denver,Boulder,USA - West
USA,CA,SF Bay Area,Berkeley,USA - West
GBR,H9,London,London,Western Europe
SWE,26,Stockholm,Stockholm,Northern Europe
CAN,ON,Toronto,Toronto,North America
USA,NJ,Newark,Middletown,USA - Northeast
USA,FL,Jacksonville,Kenansville,USA - South
USA,PA,Allentown,Allentown,USA - Northeast
CHN,22,Beijing,Beijing,East Asia
USA,CA,SF Bay Area,San Francisco,USA - West
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,NE,Omaha,Omaha,USA - Midwest
